PC1,PC2,PC3,PC4
0.0564341,-0.0710714,0.0178373,0.335203
0.103628,-0.0624888,0.0274403,0.258065
0.0895153,-0.0526017,0.0238472,0.26648
0.101532,-0.0442793,0.0335466,0.403927
0.131976,-0.0244512,0.0320405,0.391304
0.187991,-0.0508821,0.039291,0.340813
0.191864,-0.0230898,0.0482841,0.360449
0.129346,-0.0383291,0.0369411,0.420757
0.133645,-0.0432473,0.0322919,0.340813
0.248158,-0.0316801,0.112894,0.245442
0.203344,0.00896076,0.128382,0.26087
0.170438,-0.0543549,0.144944,0.263675
0.232462,-0.068728,0.12269,0.279102
0.192259,-0.0407088,0.127322,0.28331
0.125819,-0.0559321,0.157104,0.252454
0.234924,-0.0636181,0.117924,0.322581
0.219283,-0.0375921,0.0548771,0.30014
0.183626,-0.0308977,0.0385632,0.307153
0.24986,-0.0211489,0.0588647,0.273492
0.187321,-0.0588387,0.0400221,0.2777
0.222353,-0.00737212,0.0515026,0.291725
0.173479,-0.033273,0.0365714,0.287518
0.19599,-0.0337876,0.046397,0.280505
0.232228,-0.03481,0.0509752,0.280505
0.194367,-0.0343943,0.0477656,0.366059
0.201915,-0.0174805,0.0541917,0.31136
0.0843928,0.0519206,0.0356285,0.304348
0.155247,-0.0362667,0.0396103,0.258065
0.108407,-0.0556182,0.028413,0.276297
0.0978797,-0.0644288,0.0263979,0.252454
0.230592,-0.0306344,0.0484099,0.302945
0.0454558,-0.0547756,0.018912,0.304348
0.0815262,-0.0741687,0.0234624,0.30014
0.207028,-0.0326435,0.048938,0.336606
0.0469289,-0.049296,0.179713,1
0.0256884,0.0316094,0.171616,0.781206
0.019114,-0.0273366,0.187096,0.962132
0.015594,-0.071598,0.0106374,0.27209
0.0775209,-0.0631003,0.0223656,0.338008
0.187775,-0.0356689,0.0434408,0.352034
0.199481,-0.034836,0.0493391,0.298738
0.14842,-0.0369721,0.0358126,0.349229
0.161466,9.51E-05,0.0424478,0.356241
0.173447,-0.0221114,0.0523598,0.295933
0.0925196,-0.0270373,0.161871,0.193548
0.0884104,-0.0481565,0.1784,0.204769
0.28481,-0.0181458,0.0984512,0.576438
0.252222,-0.0237931,0.10467,0.723703
-0.205082,-0.112568,0.421135,0.464236
-0.188626,0.0307747,0.359699,0.458626
-0.156739,-0.0791083,0.32522,0.408135
-0.164681,-0.0422101,0.323998,0.604488
-0.124509,-0.0959485,0.32526,0.42216
-0.105687,0.0312831,0.265149,0.454418
-0.181755,0.115001,0.294194,0.436185
0.111507,0.121432,0.145111,0.443198
0.134164,0.0129667,0.136749,0.848527
0.16701,0.0417873,0.129559,0.810659
0.166727,-0.0186162,0.137592,0.755961
-0.208016,0.0410277,0.162957,0.523142
-0.188637,-0.0302932,0.167838,0.398317
-0.200567,0.00429215,0.153451,0.511921
-0.203428,0.116121,0.147527,0.322581
-0.129204,0.0166913,0.126827,0.493689
-0.228357,-0.107436,0.189171,0.565217
-0.183576,-0.019568,0.291062,0.528752
-0.160657,0.00296781,0.295176,0.370266
-0.170766,0.14711,0.250678,0.375877
-0.267457,0.129395,0.301135,0.385694
-0.282346,-0.119694,0.494402,0.530154
-0.256862,-0.0109584,0.295785,0.424965
0.00235632,0.178219,0.163481,0.265077
0.150037,-0.0208502,0.155641,0.364656
0.0954142,-0.0237151,0.180321,0.357644
-0.0423072,0.0936497,0.224083,0.245442
0.159659,-0.0577609,0.144712,0.360449
0.0696808,0.0201733,0.175981,0.332398
0.133404,-0.0136734,0.150235,0.309958
-0.0605458,0.183692,0.228061,0.322581
-0.178111,0.0531171,0.285063,0.542777
-0.118062,0.140846,0.277193,0.403927
-0.0895003,0.0728015,0.271246,0.462833
-0.00486311,0.0152864,0.199752,0.58345
0.00282832,-0.0122426,0.213485,0.562412
-0.279694,0.111661,0.258639,0.218794
-0.374284,-0.0814542,0.608636,0.308555
-0.306838,-0.0556639,0.482553,0.284712
